Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2023-03-02,Michael,Mccaul,"US Congressman",TSN,"Tyson Foods",16001,Buy,"By Dependent Child & Spouse. Traded $2,002 to $30,000 ."
2023-03-02,Rohit,Khanna,"US Congressman",MU,"Micron Technol",40501,Buy,"By Spouse And Dependent Child. Traded $16.002  to $65,000 ."
2023-03-02,Virginia,Foxx,"US Congressman",PFF,"US Preferred S",75000,Sell,"Traded $50,001 to $100,000 ."
2023-03-02,Virginia,Foxx,"US Congressman",BCC,"Boise Cascade ",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-02,Lois,Frankel,"US Congressman",PNC,"PNC Bank",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-02,Lois,Frankel,"US Congressman",JPM,"JP Morgan Chas",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-02,David,Kustoff,"US Congressman",TJX,"TJX Companies",32500,Buy,"Traded $15,001 to $50,000 ."
2023-03-02,David,Kustoff,"US Congressman",YOU,"Clear Secure I",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-02,Abigail,Spanberger,"US Congressman",LHX,"L3Harris Techn",8000,"Sale Post-exercise","By Spouse. Traded $1,001 To $15,000 ."
2023-03-01,Virginia,Foxx,"US Congressman",GLAXF,"Gsk Plc",75000,Sell,"As ADR/ADS but shown as Ord equivalent. Traded $50,001 To $100,000 ."
2023-03-01,Suzan,Delbene,"US Congressman",MSFT,"Microsoft Corp",375000,"Sale Post-exercise","Vested Shares Sold To Separate Trust. Pursuant To Forward Contract Dated 09-Feb-2022. By Spouse. Traded $250,001 To $500,000 ."
2023-03-01,Michael,Mccaul,"US Congressman",TPR,"Tapestry Inc",207500,Sell,"By Dependent Child & Spouse. Traded $115,002 To $300,000 ."
2023-03-01,Michael,Mccaul,"US Congressman",WFC,"Wells Fargo & ",40501,Sell,"By Dependent Child & Spouse. Traded $16,002 To $65,000 ."
2023-03-01,Michael,Mccaul,"US Congressman",TSN,"Tyson Foods",450001,Buy,"By Dependent Child & Spouse. Traded $300,002 To $600,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",VNO,"Vornado Realty",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",UNM,"Unumprovident ",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",X,"United States ",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",UGI,"Ugi Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",KHC,"Kraft Heinz Co",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",TSLA,"Tesla Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",RUN,"Sunrun Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",SR,"Spire Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",SWX,"Southwest Gas ",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",SLG,"SL Green Realt",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",SBRA,"Sabra REIT",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",RITM,"Rithm Capital ",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",RGA,"Reinsurance Gr",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",NVDA,"Nvidia Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",NOV,"Nov Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",NEM,"Newmont Mining",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",NFG,"National Fuel ",32500,Sell,"Traded $15,001 to $50,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",MOS,"Mosaic Company",8000,Buy,"Traded $1,001 to $15,000 . As ADR/ADS but shown as Ord equivalent."
2023-03-01,Daniel,Goldman,"US Congressman",TAP,"Molson Coors B",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",MPW,"Medical Proper",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",LUMN,"Lumen Technolo",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",HPP,"Hudson Pacific",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",DEI,"Douglas Emmett",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",CEG,"Constellation ",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",CHX,"Championx Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",CF,"Cf Industries ",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",NLY,"Annaly Capital",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",AIG,"American Inter",8000,Buy,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",ATUS,"Altice USA Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Daniel,Goldman,"US Congressman",AGNC,"Agnc Investmen",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Kevin,Hern,"US Congressman",INTC,"Intel Corp",8000,"Div Re","Traded $1,001 to $15,000 ."
2023-03-01,Virginia,Foxx,"US Congressman",K,Kellanova,75000,Sell,"Traded $50,001 to $100,000 ."
2023-03-01,Lois,Frankel,"US Congressman",PNC,"PNC Bank",8000,Sell,"Traded $1,001 to $15,000 ."
2023-03-01,Lois,Frankel,"US Congressman",C,"Citigroup Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-28,Jonathan,Jackson,"US Congressman",UNH,"Unitedhealth G",32500,Sell,"Traded $15,001 to $50,000 ."
2023-02-28,Jonathan,Jackson,"US Congressman",BHF,"Brighthouse Fi",32500,Buy,"Traded $15,001 to $50,000 ."
2023-02-28,John,Mcgarvey,"US Congressman",NVDA,"Nvidia Corp",16001,Sell,"By Spouse. Traded $2,002 to $30,000 ."
2023-02-28,Dwight,Evans,"US Congressman",CRM,"Salesforce Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-28,Dwight,Evans,"US Congressman",CSX,"CSX Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-28,Abigail,Spanberger,"US Congressman",LHX,"L3Harris Techn",8025,Award,"Restricted Share Award. By Spouse. Traded $1,001 To $15,000 ."
2023-02-28,Michael,Guest,"US Congressman",PFE,"Pfizer Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-27,Michael,Mccaul,"US Congressman",RHI,"Robert Half In",16001,Buy,"By Dependent Child & Spouse. Traded $2,002 to $30,000 ."
2023-02-27,Rohit,Khanna,"US Congressman",ADBE,"Adobe Systems ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-02-24,Rohit,Khanna,"US Congressman",ELAN,"Elanco Animal ",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2023-02-24,Michael,Mccaul,"US Congressman",CW,Curtiss-Wright,83001,Sell,"By Spouse & Dependent Child. Traded $51,002 to $115,000 ."
2023-02-24,Rohit,Khanna,"US Congressman",PFE,"Pfizer Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-02-24,Michael,Burgess,"US Congressman",CI,"The Cigna Grou",32500,Buy,"Traded $15,001 to $50,000 ."
2023-02-24,Michael,Burgess,"US Congressman",SYK,"Stryker Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-24,Michael,Burgess,"US Congressman",BX,"Blackstone Inc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-02-24,Michael,Burgess,"US Congressman",AAP,"Advance Auto P",8000,Sell,"The Terms Of The Call Are A Strike Price Of $139, With An Expiration Of 04/06/2023. Traded $1,001 To $15,000 ."
2023-02-24,Michael,Burgess,"US Congressman",AAP,"Advance Auto P",32500,Buy,"Traded $15,001 to $50,000 ."
2023-02-24,Thomas,Kean,"US Congressman",SYK,"Stryker Corp",32500,Sell,"Traded $15,001 to $50,000 ."
2023-02-24,Thomas,Kean,"US Congressman",JNJ,"Johnson & John",32500,Sell,"Traded $15,001 to $50,000 ."
2023-02-24,Jared,Moskowitz,"US Congressman",SPGI,"S&P Global Inc",16001,Buy,"By Director And Dependent Child. Traded $1,001 To $15,000 ."
2023-02-24,Jared,Moskowitz,"US Congressman",PEG,"Public Service",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-24,Jared,Moskowitz,"US Congressman",PFE,"Pfizer Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-24,Tomasz,Malinowski,"US Congressman",PEP,"Pepsico Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-24,Jared,Moskowitz,"US Congressman",NEE,"Nextera Energy",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-24,Jared,Moskowitz,"US Congressman",MRK,"Merck & Compan",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-24,Jared,Moskowitz,"US Congressman",BBY,"Best Buy Compa",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-24,Virginia,Foxx,"US Congressman",SIRE,"Sisecam Resour",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-24,Virginia,Foxx,"US Congressman",BCC,"Boise Cascade ",32500,Buy,"Traded $15,001 to $50,000 ."
2023-02-24,Michael,Burgess,"US Congressman",MSFT,"Microsoft Corp",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2023-02-24,Michael,Burgess,"US Congressman",BX,"Blackstone Inc",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2023-02-24,Michael,Burgess,"US Congressman",BX,"Blackstone Inc",8000,Sell,"By Spouse. The terms of the call are a strike price of $89, ad an expiration of 04/06/2023. Traded $1,001 to $15,000 ."
2023-02-24,Michael,Burgess,"US Congressman",AAP,"Advance Auto P",8000,Sell,"By Spouse. The terms of the call are a strike price of $140, ad an expiration of 04/06/2023. Traded $1,001 to $15,000 ."
2023-02-24,Michael,Burgess,"US Congressman",AAP,"Advance Auto P",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2023-02-23,Michael,Mccaul,"US Congressman",CW,Curtiss-Wright,83000,Sell,"By Spouse & Dependent Child. Traded $51,002 to $115,000 ."
2023-02-23,Rohit,Khanna,"US Congressman",LEA,"Lear Corp",16001,Buy,"By Spouse & Dependent Chlld. Traded $2,002 to $30,000 ."
2023-02-23,Joshua,Gottheimer,"US Congressman",APPF,"Appfolio Cl A",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-23,Joshua,Gottheimer,"US Congressman",AMD,"Adv Micro Devi",16001,Sell,"Traded $2,002 To $30,000 ."
2023-02-23,John,Curtis,"US Congressman",UNH,"Unitedhealth G",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",TMO,"Thermo Fisher ",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",RTX,"Rtx Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",PG,"Procter & Gamb",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",NVDA,"Nvidia Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",META,"Meta Platforms",32500,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",MA,"Mastercard Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",JPM,"JP Morgan Chas",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",JNJ,"Johnson & John",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",COST,"Costco Wholesa",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",CVX,"Chevron Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,Lois,Frankel,"US Congressman",BSX,"Boston Scienti",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",AAPL,"Apple Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,John,Curtis,"US Congressman",AMZN,"Amazon.com Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-23,Lois,Frankel,"US Congressman",TEL,"Te Connectivit",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-23,Shelley,Capito,"US Senator",WFC,"Wells Fargo & ",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2023-02-22,Rohit,Khanna,"US Congressman",ELAN,"Elanco Animal ",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2023-02-22,Michael,Mccaul,"US Congressman",CW,Curtiss-Wright,40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2023-02-22,Lois,Frankel,"US Congressman",PNC,"PNC Bank",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-22,Lois,Frankel,"US Congressman",NXPI,"Nxp Semiconduc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-22,Lois,Frankel,"US Congressman",C,"Citigroup Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-22,Joshua,Gottheimer,"US Congressman",AMGN,"Amgen Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-22,Thomas,Cole,"US Congressman",WBA,"Walgreens Boot",32500,Sell,"Traded $15,001 to $50,000 ."
2023-02-22,John,Boozman,"US Senator",IEI,"3-7 Year Treas",32500,Buy,"Traded $15,001 to $50,000 ."
2023-02-22,John,Boozman,"US Senator",JMBS,"Janus Mortgage",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-22,John,Boozman,"US Senator",CMBS,"CMBS Ishares E",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-22,John,Boozman,"US Senator",GIGB,"GS Access Inve",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-21,Thomas,Carper,"US Senator",TSM,"Taiwan Semicon",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2023-02-21,Rohit,Khanna,"US Congressman",ELAN,"Elanco Animal ",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2023-02-21,Michael,Mccaul,"US Congressman",CW,Curtiss-Wright,40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2023-02-21,Joshua,Gottheimer,"US Congressman",ABBV,"Abbvie Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-02-21,Daniel,Sullivan,"US Senator",CHD,"Church & Dwigh",8000,Buy,"Traded $1,001 to $15,000 ."
2023-02-21,Jared,Moskowitz,"US Congressman",PNC,"PNC Bank",16001,Buy,"By Dependent Child. Traded $2,002 to $30,000 ."
2023-02-21,Jared,Moskowitz,"US Congressman",ITW,"Illinois Tool ",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
