Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2023-07-31,Robert,Wittman,"US Congressman",PG,"Procter & Gamb",8000,Buy,"Traded $1,001 to $15,000 ."
2023-07-31,Robert,Wittman,"US Congressman",KMB,Kimberly-Clark,8000,Sell,"Traded $1,001 to $15,000 ."
2023-07-31,Thomas,Kean,"US Congressman",DHR,"Danaher Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2023-07-31,Michael,Mccaul,"US Congressman",CMG,"Chipotle Mexic",75000,Buy,"By Dependent Child. Traded $50,001 to $100,000 ."
2023-07-31,Michael,Mccaul,"US Congressman",AZNCF,"Astrazeneca Pl",32500,Sell,"By Dependent Child. Traded $15,001 to $50,000 . Is ADR/ADS, but shown as ord equivalent."
2023-07-31,Michael,Mccaul,"US Congressman",SEDG,"Solaredge Tech",107501,Sell,"By Spouse And Dependent Child. Traded $65,002 to $150,000, ."
2023-07-31,Michael,Mccaul,"US Congressman",CMG,"Chipotle Mexic",175000,Buy,"By Spouse. Traded $100,001 to $250,000 ."
2023-07-31,Michael,Mccaul,"US Congressman",AZNCF,"Astrazeneca Pl",32500,Sell,"Is ADR/ADS, but shown as ord equivalent. By Spouse. Traded $15,001 to $50,000 ."
2023-07-31,Kevin,Hern,"US Congressman",JPM,"JP Morgan Chas",8000,"Div Re","Traded $1,001 to $15,000 ."
2023-07-31,Rohit,Khanna,"US Congressman",WBA,"Walgreens Boot",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2023-07-31,Rohit,Khanna,"US Congressman",BAX,"Baxter Interna",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2023-07-31,Jonathan,Jackson,"US Congressman",LIN,"Linde Plc",32500,Buy,"Traded $15,001 to $50,000 ."
2023-07-31,Rohit,Khanna,"US Congressman",BAX,"Baxter Interna",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",T,"AT&T Inc",32500,Buy,"By Dependend Child. Traded $15,001 to $50,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",ADP,"Automatic Data",32500,Buy,"By Dependent Child. Traded $15,001 to $50,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",GOOGL,"Alphabet Cl A",75000,Buy,"By Depedent Child. Traded $50,001 to $100,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",T,"AT&T Inc",175000,Buy,"By Spouse. Traded $100,001 to $250,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",SEDG,"Solaredge Tech",250001,Sell,"By Spouse And Dependent Child. Traded $150,002 to $350,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",FI,"Fiserv Inc",65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2023-07-28,Michael,Mccaul,"US Congressman",GOOGL,"Alphabet Cl A",75000,Buy,"By Spouse. Traded $50,001 to $100,000 ."
2023-07-28,Peter,Sessions,"US Congressman",KD,"Kyndryl Hldgs ",163,Sell,"By Spouse."
2023-07-28,Rohit,Khanna,"US Congressman",AXTA,"Axalta Coating",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",WBA,"Walgreens Boot",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ST,"Sensata Techno",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",MHK,"Mohawk Industr",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",BAX,"Baxter Interna",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",STT,"State Street C",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",DAY,"Dayforce Inc",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",WDAY,"Workday Inc",8000,Sell,"By Dependent Child.Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",MGM,"MGM Resorts In",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",MNST,"Monster Bevera",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",MRNA,"Moderna Inc",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",GEHC,"Ge Healthcare ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",HOLX,"Hologic Inc",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",LW,"Lamb Weston Ho",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CTVA,"Corteva Inc",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",PANW,"Palo Alto Netw",8000,Sell,"By Dependent Child Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",PODD,"Insulet Corp",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CLX,"Clorox Company",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",OGN,"Organon & Co.",8000,Sell,"By Dependent Child.Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CAG,"Conagra Brands",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",NKE,"Nike Inc",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",REGN,"Regeneron Phar",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",MSFT,"Microsoft Corp",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",PFE,"Pfizer Inc",8000,Sell,"By Dependent Child.Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",EFX,"Equifax Inc",8000,Sell,"By Dependent Child.Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ALB,"Albemarle Corp",8000,Sell,"By Dependent Child.Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",EXR,"Extra Space St",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",SPG,"Simon Property",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",EW,"Edwards Lifesc",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 . Exact trade date is not visible in the filing, so assuming the date as end of month."
2023-07-28,Rohit,Khanna,"US Congressman",TMO,"Thermo Fisher ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CARR,"Carrier Global",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",URI,"United Rentals",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",HSY,"Hershey Foods ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",TGT,"Target Corp",8000,Sell,"By Dependent Child Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",DHI,"D.R. Horton",8000,Sell,"By Dependant Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",BMY,"Bristol-Myers ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",HD,"Home Depot",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",MCD,"McDonald's Cor",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",DLTR,"Dollar Tree In",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",FTNT,"Fortinet Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",DHR,"Danaher Corp",8000,Buy,"By Dependent Child.Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ALGN,"Align Technolo",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",GOOGL,"Alphabet Cl A",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",SPGI,"S&P Global Inc",8000,Buy,"By Dependant Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",GRMN,"Garmin Ltd",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ADM,"Archer Daniels",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CCI,"Crown Castle I",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",VICI,"Vici Propertie",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",PYPL,"Paypal Holding",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",APH,"Amphenol Corp",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CPRT,"Copart Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ULTA,"Ulta Beauty In",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ENPH,"Enphase Energy",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",EPAM,"Epam Systems I",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",NEM,"Newmont Mining",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",T,"AT&T Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",GPC,"Genuine Parts ",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",LOW,"Lowe's Compani",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",USB,"U.S. Bancorp",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CBRE,"CBRE Group Inc",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",CTAS,"Cintas Corp",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",QCOM,"Qualcomm Inc",16001,Buy,"By Dependent Child. Traded $2,002 to $30,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ILMN,"Illumina Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",COST,"Costco Wholesa",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ISRG,"Intuitive Surg",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",AMP,"Ameriprise Fin",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",EL,"Estee Lauder C",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",BLK,"Blackrock Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",AMZN,"Amazon.com Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",PWR,"Quanta Service",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",DE,"Deere & Compan",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",TSCO,"Tractor Supply",8000,Buy,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",TFC,"Truist Financi",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",AZO,Autozone,8000,Buy,"By Dependent Child Traded $1,001 To $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",INTU,"Intuit Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",DG,"Dollar General",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",TT,"Trane Technolo",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",ABBV,"Abbvie Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",TMUS,"T-Mobile US",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",WBA,"Walgreens Boot",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",BAX,"Baxter Interna",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-28,Rohit,Khanna,"US Congressman",PHIN,"Borgwarner Inc",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2023-07-27,Robert,Wittman,"US Congressman",UNP,"Union Pacific ",8000,Sell,"Traded $1,001 to $15,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",VTI,"Total Stock Ma",56004,Sell,"By Dependent Child. Traded $7,007 to $105,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",VOO,"S&P 500 ETF Va",56004,Sell,"By Dependent Child. Traded $7,007 to $105,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",QQQ,"Nasdaq QQQ Inv",48003,Sell,"By Dependent Child. Traded $6,006 to $90,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",DOW,"Dow Inc",8000,Buy,"By dependent child. Traded $1,001 to $15,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",VTI,"Total Stock Ma",56004,Sell,"By Spouse. Traded $7,007 to $105,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",VOO,"S&P 500 ETF Va",56004,Sell,"By Spouse. Traded $7,007 to $105,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",QQQ,"Nasdaq QQQ Inv",48003,Sell,"By Spouse. Traded $6,006 To $90,000 ."
2023-07-27,Joshua,Gottheimer,"US Congressman",ABBV,"Abbvie Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-07-27,Michael,Mccaul,"US Congressman",DOW,"Dow Inc",32500,Buy,"By Spouse. Traded $15,001 to $50,000 ."
2023-07-27,Thomas,Tuberville,"US Senator",CCL,"Carnival Corp",8000,Sell,"Sale Of Put Options With Strike Price $17.5 And Expiry 21-June-2024. Traded $1,001 To $15,000. ."
2023-07-27,Rohit,Khanna,"US Congressman",ELAN,"Elanco Animal ",8000,Sell,"By Spouse.Traded $1,001 To $15,000 ."
2023-07-27,Rohit,Khanna,"US Congressman",ADSK,"Autodesk Inc",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 . Exact trade date is not visible in the filing, so assuming the date as end of month."
2023-07-27,Earl,Blumenauer,"US Congressman",ICE,Intercontinent,8000,Sell,"By Spouse.Traded $1,001 To $15,000 ."
2023-07-26,Lois,Frankel,"US Congressman",TGT,"Target Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2023-07-26,Lois,Frankel,"US Congressman",MS,"Morgan Stanley",8000,Sell,"Traded $1,001 to $15,000 ."
2023-07-25,Joshua,Gottheimer,"US Congressman",FCX,Freeport-Mcmor,8000,Sell,"Traded $1,001 to $15,000 ."
