Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2020-01-30,Rohit,Khanna,"US Congressman",BAC,"Bank of Americ",56502,Sell,"By Spouse And Dependent Child. Traded $18,004 To $95,000 ."
2020-01-30,Kelly,Loeffler,"US Senator",AZO,Autozone,32500,Sell,"Traded $15,001 to $50,000 "
2020-01-30,Katherine,Clark,"US Congressman",UPS,"United Parcel ",32500,Sell,"Traded $15,001 to $50,000 "
2020-01-30,David,Roe,"US Congressman",FITB,"Fifth Third Ba",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-30,Michael,Mccaul,"US Congressman",NP,"Neenah Paper",16000,Buy,"By Spouse And Dependent Child. Traded $2,001 To $30,000 "
2020-01-30,Alan,Lowenthal,"US Congressman",DEACU,"Diamond Eagle ",8044,Buy,"By Spouse. Traded $1,044.47 To $15,043.47 ."
2020-01-30,Susie,Lee,"US Congressman",TRGP,"Targa Resource",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-30,Susie,Lee,"US Congressman",COMM,"Commscope Hold",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-30,David,Roe,"US Congressman",CVX,"Chevron Corp",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-30,David,Roe,"US Congressman",MCD,"McDonald's Cor",8000,Buy,"Traded $1,001 to $15,000 ."
2020-01-30,Susie,Lee,"US Congressman",GO,"Grocery Outlet",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-30,Frederick,Upton,"US Congressman",FANG,"Diamondback En",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-30,Frederick,Upton,"US Congressman",AMZN,"Amazon.com Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2020-01-30,David,Price,"US Congressman",PRU,"Prudential Fin",8000,Buy,"Traded $1,001 to $15,000 ."
2020-01-29,Kelly,Loeffler,"US Senator",KEYS,"Keysight Techn",175000,Sell,"Traded $100,001 to $250,000 "
2020-01-29,Kimberly,Schrier,"US Congressman",AAPL,"Apple Inc",75000,Sell,"Traded $50,001 to $100,000 ."
2020-01-29,Gilbert,Cisneros,"US Congressman",SQ,"Block Inc",75000,Buy,"Traded $50,001 to $100,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",GDDY,"Godaddy Inc",75000,Buy,"Traded $50,001 to $100,000 ."
2020-01-29,Michael,Mccaul,"US Congressman",JPM,"JP Morgan Chas",65000,Sell,"By Spouse And Dependent Child. Traded $30,001 To $100,000 "
2020-01-29,Rohit,Khanna,"US Congressman",GLW,"Corning Inc",40501,Buy,"By Spouse And Dependent Child. Traded $16,002 To $65,000 ."
2020-01-29,Michael,Mccaul,"US Congressman",BKNG,"Booking Holdin",40500,Buy,"By Director And Minor Child. Traded $16,001 To $65,000 "
2020-01-29,Thomas,Suozzi,"US Congressman",MCD,"McDonald's Cor",32500,Sell,"Traded $15,001 to $50,000 ."
2020-01-29,Kelly,Loeffler,"US Senator",ROST,"Ross Stores In",32500,Sell,"Traded $15,001 to $50,000 "
2020-01-29,Kelly,Loeffler,"US Senator",CMCSA,"Comcast Corp A",32500,Sell,"Traded $15,001 to $50,000 "
2020-01-29,Thomas,Suozzi,"US Congressman",V,"Visa Inc",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",TCOM,"Trip.com Group",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",SEE,"Sealed Air Cor",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",ROKU,"Roku Inc",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",AVNT,"Avient Corp",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",PLNT,"Planet Fitness",32500,Buy,"Traded $15,001 to $50,000 ."
2020-01-29,Gilbert,Cisneros,"US Congressman",INTU,"Intuit Inc",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",CENT,"Central Garden",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",GOOS,"Canada Goose H",32500,Buy,"Traded $15,001 to $50,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",PPBI,"Pacific Premie",16001,Buy,"Traded $2,002 To $30,000 ."
2020-01-29,Michael,Mccaul,"US Congressman",NP,"Neenah Paper",16000,Buy,"By Spouse And Dependent Child. Traded $2,001 To $30,000 "
2020-01-29,Rohit,Khanna,"US Congressman",AXTA,"Axalta Coating",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2020-01-29,Susie,Lee,"US Congressman",TRGP,"Targa Resource",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-29,Susie,Lee,"US Congressman",GPK,"Graphic Packag",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-29,Lois,Frankel,"US Congressman",PM,"Philip Morris ",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",OMC,"Omnicom Group ",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",MSCI,"MSCI Inc",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-29,Nicholas,"Van Taylor","US Congressman",XOM,"Exxon Mobil Co",8000,Sell,"Sale Of Call Option With Strike Price $70 And Expiry 20-March-2020. Traded $ 1,001 To $15,000 "
2020-01-29,Lois,Frankel,"US Congressman",BAX,"Baxter Interna",8000,Sell,"Traded $1,001 to $15,000 "
2020-01-29,Rohit,Khanna,"US Congressman",DISH,"Dish Network C",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2020-01-29,Michael,Mccaul,"US Congressman",AIN,"Albany Interna",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 "
2020-01-29,Lois,Frankel,"US Congressman",NXPI,"Nxp Semiconduc",8000,Buy,"Traded $1,001 to $15,000 ."
2020-01-29,Gilbert,Cisneros,"US Congressman",UBSI,"United Bkshs I",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",PEB,"Pebblebrook Ho",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",EBSB,"Meridian Bncp",8000,Buy,"Traded $1,001 to $15,000 ."
2020-01-29,Gilbert,Cisneros,"US Congressman",MTSI,"Macom Technolo",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",CMP,"Compass Minera",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",CHUY,"Chuy's Holding",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-29,Gilbert,Cisneros,"US Congressman",KMX,"Carmax Inc",8000,Buy,"Traded $1,001 to $15,000 "
2020-01-29,Joshua,Gottheimer,"US Congressman",AAPL,"Apple Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2020-01-28,John,Boozman,"US Senator",GIGB,"GS Access Inve",32500,Sell,"Traded $15,001 to $50,000 "
2020-01-28,John,Boozman,"US Senator",MBB,"MBS Ishares ET",32500,Sell,"Traded $15,001 to $50,000 "
2020-01-28,Kelly,Loeffler,"US Senator",REZI,"Resideo Techno",32500,Sell,"Traded $15,001 to $50,000 "
