Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2023-01-30,Rohit,Khanna,"US Congressman",MU,"Micron Technol",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2023-01-30,Deborah,Ross,"US Congressman",MSFT,"Microsoft Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-30,Rohit,Khanna,"US Congressman",CTSH,"Cognizant Tech",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-01-30,Rohit,Khanna,"US Congressman",HUM,"Humana Inc",8000,Sell,"By Dependent Child. Traded $1,001 To $15,000 ."
2023-01-27,Diana,Harshbarger,"US Congressman",AVGO,"Broadcom Ltd",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",TSLA,"Tesla Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",MSFT,"Microsoft Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",META,"Meta Platforms",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",HUBS,"Hubspot Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",HCA,"Hca Holdings I",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",LLY,"Eli Lilly and ",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",COF,"Capital One Fi",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",SQ,"Block Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",BX,"Blackstone Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",AAPL,"Apple Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",AMGN,"Amgen Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",GOOG,"Alphabet Cl C",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",ALGN,"Align Technolo",8000,Buy,"Traded $1,001 to $15,000 ."
2023-01-27,Joshua,Gottheimer,"US Congressman",ABBV,"Abbvie Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2023-01-27,Thomas,Kean,"US Congressman",SYK,"Stryker Corp",32500,Sell,"Traded $15,001 to $50,000 ."
2023-01-27,Thomas,Kean,"US Congressman",SPGI,"S&P Global Inc",32500,Sell,"Traded $15,001 to $50,000 ."
2023-01-27,Thomas,Kean,"US Congressman",JNJ,"Johnson & John",32500,Sell,"Traded $15,001 to $50,000 ."
