Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2022-01-30,David,Mckinley,"US Congressman",KMX,"Carmax Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2022-01-30,David,Mckinley,"US Congressman",CNC,"Centene Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2022-01-28,Mark,Green,"US Congressman",ET,"Energy Transfe",375000,Buy,"Traded $250,001 to $500,000 "
2022-01-28,Michael,Mccaul,"US Congressman",IAC,"Iac Inc",250001,Buy,"By Spouse & Depenent Child. Traded $150,002 To $350,000 ."
2022-01-28,Mark,Green,"US Congressman",PBFX,"PBF Logistics ",175000,Sell,"Traded $100,001 to $250,000 "
2022-01-28,Michael,Mccaul,"US Congressman",MSFT,"Microsoft Corp",150002,Sell,"By Spouse & Dependent Child. Traded $100,002 To $200,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",GOOGL,"Alphabet Cl A",107501,Sell,"By Spouse & Dependent Child. Traded $650,002 To $150,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",SCHW,"The Charles Sc",81002,Sell,"By Spouse & Dependent Child. Traded $32,004 to $130,000 ."
2022-01-28,Virginia,Foxx,"US Congressman",NHI,"National Healt",75000,Sell,"Traded $50,001 to $100,000 "
2022-01-28,Michael,Mccaul,"US Congressman",IBM,"International ",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",EQH,"Axa Equitable ",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",ALLY,"Ally Financial",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",META,"Meta Platforms",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",AMZN,"Amazon.com Inc",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",V,"Visa Inc",65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",ADBE,"Adobe Systems ",65001,Sell,"By Dependent Child & Spouse. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",GOOGL,"Alphabet Cl A",65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",DLTR,"Dollar Tree In",56502,Sell,"By Spouse & Dependent Child. Traded $18,004 to $95,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",CVS,"CVS Corp",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",AIG,"American Inter",40501,Sell,"By Spouse And Dependent Child. Traded $16,002 To $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",ALL,"Allstate Corp",40501,Sell,"By Spouse and Dependent Child. Traded $16,002 to $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",NWL,"Newell Rubberm",40501,Sell,"By Dependent Child And Spouse. Traded $16,002 To $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",UTHR,"United Therape",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",LVS,"Las Vegas Sand",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",WFC,"Wells Fargo & ",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",NFLX,"Netflix Inc",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",NVDA,"Nvidia Corp",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",GPN,"Global Payment",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",MNST,"Monster Bevera",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2022-01-28,Michael,Mccaul,"US Congressman",BSX,"Boston Scienti",40501,Sell,"By Spouse & Dependent Child. Traded $16,002 To $65,000 ."
2022-01-28,Rohit,Khanna,"US Congressman",PSX,"Phillips 66",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2022-01-28,Rohit,Khanna,"US Congressman",GD,"General Dynami",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2022-01-28,Rohit,Khanna,"US Congressman",CTRA,"Coterra Energy",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2022-01-28,Earl,Blumenauer,"US Congressman",NWN,"Northwest Natu",32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
2022-01-28,Sheldon,Whitehouse,"US Senator",TSLA,"Tesla Inc",32500,Buy,"Traded $15,001 to $50,000 "
2022-01-28,Sheldon,Whitehouse,"US Senator",TGT,"Target Corp",32500,Buy,"Traded $15,001 to $50,000 "
2022-01-28,Michael,Mccaul,"US Congressman",UNH,"Unitedhealth G",32002,Sell,"By Spouse & Dependent Child. Traded $4,004 to $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",TROW,"T Rowe Price G",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",ROST,"Ross Stores In",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",RHI,"Robert Half In",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",NEE,"Nextera Energy",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",MDT,"Medtronic Inc",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",GRMN,"Garmin Ltd",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",DG,"Dollar General",32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",MMC,"Marsh & Mclenn",32002,Buy,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",FIS,"Fidelity Natio",32002,Buy,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",AEE,"Ameren Corp",32002,Buy,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",MO,"Altria Group",32002,Buy,"By Director & Spouse. Traded $4,004 To $60,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",DECK,"Deckers Outdoo",24002,Sell,"By Director & Spouse. Traded $3,003 To $45,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",BRPSF,"Brookfield Cor",24002,Buy,"By Director & Spouse. Traded $3,003 To $45,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",AVGO,"Broadcom Ltd",24002,Buy,"By Director & Spouse. Traded $3,003 To $45,000 ."
2022-01-28,Diana,Harshbarger,"US Congressman",ABBV,"Abbvie Inc",24002,Buy,"Traded $3,003 To $45,000 ."
