Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2022-11-30,Daniel,Sullivan,"US Senator",MSFT,"Microsoft Corp",32500,Buy,"Traded $15,001 to $50,000 ."
2022-11-30,Michael,Mccaul,"US Congressman",ELV,"Elevance Healt",150001,Sell,"By Spouse & Dependent Child.Traded $100,002 to $200,000 ."
2022-11-30,Rohit,Khanna,"US Congressman",ELAN,"Elanco Animal ",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2022-11-30,Rohit,Khanna,"US Congressman",TMO,"Thermo Fisher ",32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
2022-11-30,Thomas,O'halleran,"US Congressman",BG,"Bunge Ltd",22950,Buy,N/A
2022-11-30,Susie,Lee,"US Congressman",ZBRA,"Zebra Technolo",8000,Sell,"Traded $1,001 to $15,000 ."
2022-11-30,Susie,Lee,"US Congressman",XYL,"Xylem Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",WCC,"Wesco Internat",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",VICI,"Vici Propertie",8000,Sell,"Traded $1,001 to $15,000 ."
2022-11-30,Susie,Lee,"US Congressman",VRT,"Vertiv Holding",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",VRSK,"Verisk Analyti",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",USFD,"US Foods Holdi",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",TRU,Transunion,8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",GT,"Goodyear Tire ",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Lois,Frankel,"US Congressman",UNP,"Union Pacific ",8000,Buy,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",AZEK,"The Azek Compa",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",TFX,"Teleflex Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",TDY,"Teledyne Techn",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",SYNH,"Syneos Health ",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",SWK,"Stanley Black ",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Lois,Frankel,"US Congressman",PLD,"Prologis Inc",8000,Buy,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",SSNC,"SS&C Technolog",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",FOUR,"Shift4 Payment",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",SCI,"Service Corp I",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",SMG,"Scotts Miracle",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",REZI,"Resideo Techno",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",RSG,"Republic Servi",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Lois,Frankel,"US Congressman",DD,"Dupont Denemou",8000,Sell,"Traded $1,001 to $15,000 ."
2022-11-30,Susie,Lee,"US Congressman",QRVO,"Qorvo Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",PLNT,"Planet Fitness",8000,Sell,"Traded $1,001 to $15,000 ."
2022-11-30,Lois,Frankel,"US Congressman",D,"Dominion Energ",8000,Buy,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",PFGC,"Performance Fo",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Lois,Frankel,"US Congressman",BLK,"Blackrock Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",PANW,"Palo Alto Netw",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",TAP,"Molson Coors B",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",MAT,"Mattel Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",MRVL,"Marvell Techno",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",LKQ,"LKQ Corp",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",LYV,"Live Nation En",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",LESL,"Leslie's Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2022-11-30,Susie,Lee,"US Congressman",HOLX,"Hologic Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",HCA,"Hca Holdings I",8000,Sell,"Traded $1,001 to $15,000 "
2022-11-30,Susie,Lee,"US Congressman",GPN,"Global Payment",8000,Sell,"Traded $1,001 to $15,000 ."
2022-11-30,Susie,Lee,"US Congressman",GFL,"Gfl Environmen",8000,Sell,"Traded $1,001 to $15,000 "
