Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2022-08-30,Suzan,Delbene,"US Congressman",MSFT,"Microsoft Corp",3000000,"Sale Post-exercise","Vested Shares Sold To Separate Trust. Pursuant To Forward Contract Dated 09-Feb-2022. By Spouse. Traded $1M To $5M ."
2022-08-30,Gerald,Connolly,"US Congressman",LDOS,"Leidos Holding",32500,Sell,"Traded $15,001 to $50,000 "
2022-08-30,Gerald,Connolly,"US Congressman",D,"Dominion Energ",32500,Sell,"Traded $15,001 to $50,000 "
2022-08-30,Diana,Harshbarger,"US Congressman",SCHW,"The Charles Sc",32002,Buy,"By Congressman & Spouse. Traded $4,004 To $60,000 ."
2022-08-30,Michael,Mccaul,"US Congressman",PAHC,"Phibro Anl Htl",16001,Sell,"By Spouse & Dependent Child. Traded $2,002  to $30,000 ."
2022-08-30,Thomas,Tillis,"US Senator",KD,"Kyndryl Hldgs ",8000,Sell,"Traded $1,001 to $15,000 ."
2022-08-30,Daniel,Sullivan,"US Senator",FIVE,"Five Below Inc",8000,Sell,"Traded $1,001 to $15,000 "
2022-08-30,Gerald,Connolly,"US Congressman",SAIC,"Science Applic",8000,Sell,"Traded $1,001 to $15,000 ."
2022-08-30,Rohit,Khanna,"US Congressman",MU,"Micron Technol",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2022-08-30,Virginia,Foxx,"US Congressman",AA,"Alcoa Corp",8000,Buy,"Traded $1,001 to $15,000 "
2022-08-29,Douglas,Lamborn,"US Congressman",NTAP,"Netapp Inc",48502,Sell,"By Politician Under IRA & Spouse. Traded $17,003 To $80,000 "
2022-08-29,Mark,Green,"US Congressman",ET,"Energy Transfe",32500,Sell,"Traded $15,001 to $50,000 "
2022-08-29,Diana,Harshbarger,"US Congressman",NOC,"Northrop Grumm",32002,Sell,"By Congressman & Spouse. Traded $4,004 To $60,000 ."
