Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2024-04-30,Virginia,Foxx,"US Congressman",ET,"Energy Transfe",8000,Buy,"Traded $1,001 to $15,000 ."
2024-04-26,Marjorie,Greene,"US Congressman",IVV,"S&P 500 Ishare",32500,Sell,"Traded $15,001 to $50,000 ."
2024-04-26,MarÃ­a,Salazar,"US Congressman",CWEN,"Clearway Energ",32500,Buy,"By Spouse. Traded $15,001 to $50,000 ."
2024-04-26,Marjorie,Greene,"US Congressman",IJR,"S&P Smallcap I",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-26,Marjorie,Greene,"US Congressman",IXUS,"Total Intl Sto",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-26,Marjorie,Greene,"US Congressman",IEMG,"Emrg Mkts Isha",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-25,Mark,Green,"US Congressman",NGL,"Ngl Energy Par",175000,Sell,"Traded $100,001 to $250,000 ."
2024-04-24,Jonathan,Jackson,"US Congressman",HXL,"Hexcel Corp",32500,Sell,"Traded $15,001 to $50,000 ."
2024-04-24,Jonathan,Jackson,"US Congressman",JPM,"JP Morgan Chas",32500,Buy,"Traded $15,001 to $50,000 ."
2024-04-24,Marjorie,Greene,"US Congressman",HD,"Home Depot",8000,Buy,"Traded $1,001 to $15,000 ."
2024-04-24,Marjorie,Greene,"US Congressman",GS,"Goldman Sachs ",8000,Buy,"Traded $1,001 to $15,000 ."
2024-04-20,Robert,Latta,"US Congressman",FMAO,"Farmers & Merc",8000,"Div Re","By Spouse. Traded $1,001 to $15,000 ."
2024-04-17,Deborah,Ross,"US Congressman",MSFT,"Microsoft Corp",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-16,Virginia,Foxx,"US Congressman",HTGC,"Hercules Techn",8000,Buy,"Traded $1,001 to $15,000 ."
2024-04-15,Rafael,Cruz,"US Senator",GS,"Goldman Sachs ",375000,Sell,"By Spouse. Traded $250,001 to $500,000 ."
2024-04-15,Charles,Roy,"US Congressman",CVX,"Chevron Corp",32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
2024-04-11,Thomas,Carper,"US Senator",VLO,"Valero Energy ",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-11,Thomas,Carper,"US Senator",ENB,"Enbridge Inc",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Michael,Burgess,"US Congressman",MRK,"Merck & Compan",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Michael,Burgess,"US Congressman",IBM,"International ",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Michael,Burgess,"US Congressman",ABBV,"Abbvie Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",NOW,"Servicenow Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",CRM,"Salesforce Inc",8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
2024-04-10,Daniel,Newhouse,"US Congressman",PG,"Procter & Gamb",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",NVDA,"Nvidia Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",NFLX,"Netflix Inc",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",MSFT,"Microsoft Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",MPC,"Marathon Petro",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",INTU,"Intuit Inc",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",LLY,"Eli Lilly and ",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",AVGO,"Broadcom Ltd",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",BKNG,"Booking Holdin",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Charles,Roy,"US Congressman",NS,"Nustar Energy ",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Charles,Roy,"US Congressman",KMI,"Kinder Morgan",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Charles,Roy,"US Congressman",XOM,"Exxon Mobil Co",8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
2024-04-10,Charles,Roy,"US Congressman",ET,"Energy Transfe",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Charles,Roy,"US Congressman",T,"AT&T Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",VFC,"V.F. Corp",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",HSY,"Hershey Foods ",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",RTX,"Rtx Corp",8000,Buy,"By Spouse.Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",PEP,"Pepsico Inc",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",NI,"NiSource Inc",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",NKE,"Nike Inc",8000,Buy,"By Spouse. Traded $1,001 To $15,000 "
2024-04-10,Daniel,Newhouse,"US Congressman",HON,"Honeywell Inte",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",FTNT,"Fortinet Inc",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2024-04-10,Daniel,Newhouse,"US Congressman",FMC,"FMC Corp",8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
