Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2019-04-30,Tomasz,Malinowski,"US Congressman",CL,Colgate-Palmol,8000,Sell,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",ABM,"ABM Industries",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",TRIP,"Tripadvisor In",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",RDUS,"Radius Recycli",8000,Sell,"Traded $1,001 to $15,000 ."
2019-04-30,Donna,Shalala,"US Congressman",RDFN,"Redfin Corp",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",KMT,"Kennametal Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",CF,"Cf Industries ",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-30,Tomasz,Malinowski,"US Congressman",QSR.TO,"Restaurant Bra",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",WH,"Wyndham Hotels",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",REXR,"Rexford Indust",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",PCH,"Potlatch Cp",8000,Buy,"Traded $1,001 to $15,000 ."
2019-04-30,Donna,Shalala,"US Congressman",PDCE,"Pdc Energy Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",MGPI,"MGP Ingredient",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",MED,"Medifast Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",FBC,"Flagstar Banco",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-30,Donna,Shalala,"US Congressman",BERY,"Berry Global G",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-29,John,Curtis,"US Congressman",DOMO,"Domo Inc Cl B",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-29,John,Curtis,"US Congressman",AMZN,"Amazon.com Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2019-04-26,James,Inhofe,"US Senator",TEL,"Te Connectivit",75000,Sell,"Traded $50,001 to $100,000 ."
2019-04-26,James,Inhofe,"US Senator",LH,"Laboratory Cor",75000,Sell,"Traded $50,001 to $100,000 ."
2019-04-26,John,Curtis,"US Congressman",DIN,"Dineequity Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-25,Tomasz,Malinowski,"US Congressman",TSLA,"Tesla Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-25,Frederick,Upton,"US Congressman",WFC,"Wells Fargo & ",8000,Sell,"By J.P Morgan Trust. Traded $1,001 To $15,000 "
2019-04-23,Cynthia,Axne,"US Congressman",BDX,"Becton Dickins",16001,Buy,"By Congressman & Spouse. Traded $2,002 To $30,000 ."
2019-04-23,Cynthia,Axne,"US Congressman",MKL,"Markel Corp",8000,Buy,"Traded $1,001 to $15,000 ."
2019-04-23,Tomasz,Malinowski,"US Congressman",TSLA,"Tesla Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-18,Tomasz,Malinowski,"US Congressman",EVBG,"Everbridge Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-18,Donna,Shalala,"US Congressman",VRTX,"Vertex Pharmac",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-17,Thomas,Carper,"US Senator",QCOM,"Qualcomm Inc",8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
2019-04-17,Thomas,Carper,"US Senator",SWKS,"Skyworks Solut",8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
2019-04-16,James,Inhofe,"US Senator",CLR,"Continental Re",32500,Sell,"Traded $15,001 to $50,000 "
2019-04-16,John,Curtis,"US Congressman",CMG,"Chipotle Mexic",32500,Sell,"Traded $15,001 to $50,000 ."
2019-04-16,Donna,Shalala,"US Congressman",AMED,"Amedisys Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",AYI,"Acuity Brands ",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",ABM,"ABM Industries",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",UVV,"Universal Corp",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",EXEL,"Exelixis Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",ESNT,"Essent Group L",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",DECK,"Deckers Outdoo",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",CF,"Cf Industries ",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",BIG,"Big Lots",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",BKU,"BankUnited Inc",8000,Buy,"Traded $1,001 to $15,000 ."
2019-04-16,Donna,Shalala,"US Congressman",AXGN,"Axogen Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",AMBA,"Ambarella Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",TOL,"Toll Brothers ",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",RDUS,"Radius Recycli",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",PLNT,"Planet Fitness",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",PDM,"Piedmont Offic",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",PDCE,"Pdc Energy Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",H,"Hyatt Hotels C",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",CWEN,"Clearway Energ",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",PLCE,"Children's Pla",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-16,Donna,Shalala,"US Congressman",BURL,"Burlington Sto",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-15,Donna,Shalala,"US Congressman",DBD,"Diebold Nixdor",8000,Sell,"Traded $1,001 to $15,000 ."
2019-04-12,Thomas,Suozzi,"US Congressman",CI,"The Cigna Grou",75000,Buy,"Traded $50,001 to $100,000 ."
2019-04-11,Carol,Miller,"US Congressman",CVS,"CVS Corp",32500,Buy,"By Spouse. Traded $15,001 to $50,000 ."
2019-04-11,Cynthia,Axne,"US Congressman",MKL,"Markel Corp",24002,Buy,"By Congressman & Spouse. Traded $3,003 To $45,000 ."
2019-04-11,Richard,Allen,"US Congressman",CCL,"Carnival Corp",8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
2019-04-11,Thomas,Suozzi,"US Congressman",WMT,"Walmart Inc",8000,Sell,"Traded $1,001 to $15,000 ."
2019-04-11,Thomas,Suozzi,"US Congressman",CCK,"Crown Cork & S",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-11,Donna,Shalala,"US Congressman",TSM,"Taiwan Semicon",8000,Buy,"Traded $1,001 to $15,000 ."
2019-04-10,James,Langevin,"US Congressman",BABAF,"Alibaba Group ",75000,Sell,"Traded $50,001 to $100,000 ."
2019-04-09,Richard,Allen,"US Congressman",FDX,"Fedex Corp",8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
2019-04-09,Cynthia,Axne,"US Congressman",KHC,"Kraft Heinz Co",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-09,Richard,Allen,"US Congressman",CAE,"Cae Inc",8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
2019-04-08,Thomas,Suozzi,"US Congressman",WGO,"Winnebago Indu",75000,Sell,"Traded $50,001 to $100,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",MU,"Micron Technol",32500,Sell,"Traded $15,001 to $50,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",BMY,"Bristol-Myers ",32500,Sell,"Traded $15,001 to $50,000 "
2019-04-08,Tomasz,Malinowski,"US Congressman",TSLA,"Tesla Inc",32500,Sell,"Traded $15,001 to $50,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",IP,"International ",8000,Sell,"Traded $1,001 to $15,000 ."
2019-04-08,Thomas,Suozzi,"US Congressman",CCK,"Crown Cork & S",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",BMY,"Bristol-Myers ",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",TXN,"Texas Instrume",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",PFE,"Pfizer Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-08,Thomas,Suozzi,"US Congressman",COP,Conocophillips,8000,Sell,"Traded $1,001 to $15,000 "
2019-04-08,Tomasz,Malinowski,"US Congressman",VIOT,"Viomi Technolo",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-05,Harley,Rouda,"US Congressman",RCKY,"Rocky Brands I",175000,Sell,"Traded $100,001 to $250,000 ."
2019-04-05,Tomasz,Malinowski,"US Congressman",PLAY,"Dave & Buster'",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-05,Donna,Shalala,"US Congressman",FMX,"Fomento Econom",8000,Buy,"Traded $1,001 to $15,000  As ADR/ADS but shown as Ord equivalent."
2019-04-04,Tomasz,Malinowski,"US Congressman",TSLA,"Tesla Inc",32500,Buy,"Traded $15,001 to $50,000 "
2019-04-03,Donna,Shalala,"US Congressman",AYI,"Acuity Brands ",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",WDR,"Waddell & Reed",8000,Sell,"Traded $1,001 to $15,000 ."
2019-04-03,Donna,Shalala,"US Congressman",TMHC,"Taylor Morriso",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",PHM,Pultegroup,8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",PUMP,"Propetro Holdi",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",FAF,"First American",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",DOW,"Dow Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",DIN,"Dineequity Inc",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",DECK,"Deckers Outdoo",8000,Sell,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",CCS,"Century Commun",8000,Sell,"Traded $1,001 to $15,000 ."
2019-04-03,Tomasz,Malinowski,"US Congressman",PLAY,"Dave & Buster'",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",HE,"Hawaiian Elect",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",AIV,"Apartment Inve",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",ZEN,"Zendesk Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",WPC,"W.P. Carey & C",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",RDUS,"Radius Recycli",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",PLNT,"Planet Fitness",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",PNW,"Pinnacle West ",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",H,"Hyatt Hotels C",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",HIW,"Highwoods Prop",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-03,Donna,Shalala,"US Congressman",G,"Genpact Ltd",8000,Buy,"Traded $1,001 to $15,000 ."
2019-04-03,Donna,Shalala,"US Congressman",FIVE,"Five Below Inc",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-02,Jeannie,Fuller,"US Senator",TRC,"Tejon Ranch Co",11898,"Contract Buy","Under Deferred Compensation Plan"
2019-04-02,Tomasz,Malinowski,"US Congressman",VIOT,"Viomi Technolo",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-02,Dean,Phillips,"US Congressman",DXC,"Dxc Technology",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-02,Dean,Phillips,"US Congressman",BALL,"Ball Corporati",8000,Buy,"Traded $1,001 to $15,000 "
2019-04-01,Tomasz,Malinowski,"US Congressman",CDNA,"Caredx Inc",8000,Buy,"Traded $1,001 to $15,000 "
"Downloaded from Barchart.com as of 05-11-2024 09:24pm CDT"
