Date,Politician,"Last Name",Chamber,Symbol,Name,"Trans Total<sup>*</sup>",Trans,Notes
2021-11-30,Rohit,Khanna,"US Congressman",KKR,"KKR & Company ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",DIS,"Walt Disney Co",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",PEP,"Pepsico Inc",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",HD,"Home Depot",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",MDLZ,"Mondelez Intl ",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",ABT,"Abbott Laborat",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",PH,Parker-Hannifi,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",PG,"Procter & Gamb",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",GM,"General Motors",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",FRCB,"First Republic",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",GILD,"Gilead Science",8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",TXN,"Texas Instrume",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",SSNC,"SS&C Technolog",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",D,"Dominion Energ",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",CTSH,"Cognizant Tech",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Rohit,Khanna,"US Congressman",HUM,"Humana Inc",8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
2021-11-30,Diana,Harshbarger,"US Congressman",V,"Visa Inc",16001,Buy,"Traded $2,002 To $30,000 ."
2021-11-30,Patrick,Fallon,"US Congressman",OBDC,"Blue Owl Capit",75000,Buy,"Traded $50,001 to $100,000 ."
